pid,rowNum,caption,label
"""0kQtjivB8cMa792t9Dypmw""",34696,Another Broken Egg Cafe Peach Bellini,drink
"""5J4o-cno6yboLnZZmjga8w""",34697,NULL,inside
"""AAUMLohdcHOOsbi5Ga8QGA""",34698,Minestrone soup was very good,food
"""4K5X5ku98-7cCtGMBXw6vA""",34699,Great views inside and out.,inside
"""yFKdQ6gdiCY39UnnJFuiRQ""",34700,Seafood,food
"""4ouHjnPmnIC76Jiu-JfoVg""",34701,Bacon wrapped apple with caramel drizzle and the Wilbur skillet,food
"""8ZDW04mJfHCHJhYG88FtPw""",34702,NULL,food
"""aPlmPaLI534DqrX2VT2HgA""",34703,Front,outside
"""ZaiyQpQvifNS_f9dFDoTzQ""",34704,Rock Bottom's Classic with Cheese,food
"""E0vjtYHCVi3fczl1d1_u6Q""",34705,"I love that they have tvs, they even have football on",inside
"""95gqWXHSa_P-E0XCmhbB_A""",34706,NULL,inside
"""wwEFJzmPyU6Y8NdCLaSRyw""",34707,NULL,inside
"""fRB1wsTw3hRho7xO6b8f7g""",34708,My men!!!,inside
"""KD7z1rxcYpiP-GvYP1TgIA""",34709,Chicken Tenders Platter,food
"""4tp535xyABExuJktpl0EKw""",34710,"Garden Hash, FRESH AF",food
"""iN6aqgsq6KUpUUydwoLVDA""",34711,Brunch at the Fi // HiFi Tucson  // DJ McWhite // 03.14.20,inside
"""VYn3ZgGGeqYY9y2lT4eaDQ""",34712,NULL,food
"""2yuhfbU-6KQUU5UMiGJGzw""",34713,Pleasant decor.,inside
"""yy_adx390hq6o4qkyVkpmQ""",34714,NULL,inside
"""HBCc3ID0xDtJRgKCULpe7w""",34715,NULL,food
"""4cDzctLITvnyxVnN11389Q""",34716,NULL,inside
"""TfJn8wC2dxOpn8JWGhb5OQ""",34717,NULL,drink
"""uunMfeN28y84nPaJaGOvCQ""",34718,The new and improved.,outside
"""YtMuwoJfGp7pb02tjfNCOQ""",34719,"Caprese Chicken Sandwhich - Grilled chicken, fresh mozzarella, tomato, balsamic glaze & pesto pressed to perfection!",food
"""0Aht-urk4kwWdItnQqA8mQ""",34720,NULL,outside
"""YswnkKsDMNdZUbcZq-i9Ww""",34721,Lamb chops,food
"""AsGKJKRAvQdGx1LhqcVFNA""",34722,"Buddy new motorboat, Jackson's Bistro, Downtown Tampa",outside
"""hdS-ExRAnJkmSNk82yhKqw""",34723,NULL,food
"""xsRSGjxQRh4VKUdHD5WOrQ""",34724,NULL,food
"""jItj5qFdD4D44da0aVJKwQ""",34725,Neon,inside
"""_CEp-Sv3YG-4WGdTB8oHlQ""",34726,NULL,food
"""1nWSHprVxjZQfzzeZClqpQ""",34727,Tandoori Shrimp,food
"""6mg_EdxXe2ltMoZKO_kg7w""",34728,Last Night I was there.,outside
"""awguxgKkCVW8yD5_zvlNVg""",34729,The jukebox is free?,inside
"""uIX_ST2jUv8rTdaHDw-HvA""",34730,"Wyndham, Guest Room #7",inside
"""OmsC77CwDehONd8CpXPqNg""",34731,NULL,drink
"""LcV-YedIt0RVD6f6_t0ESA""",34732,Chopped Salad,food
"""cW-EdX6Yz6LCTIqFGkJ4FA""",34733,Daou Cabernet!,drink
"""p7utKk-CbKFNUkSUPrtB5g""",34734,NULL,food
"""RhpjinUlNp4h3e68AZyVcA""",34735,Chicken Tacos,food
"""edymSr_U9jKBi4JsHEXtsg""",34736,Egg cardinal benedict,food
"""YilI4p1I0lrtSMx8xjVGVQ""",34737,NULL,outside
"""LpZF0Y5tO1e75Dvq927XaQ""",34738,Great atmosphere,outside
"""H_Mey_o4hpUFfWfsfVcS_A""",34739,Margarita on the patio.,drink
"""ZB2AOOeQ-Snm0mVczywX4A""",34740,"Remoulade, real Leidenheimer french bread",food
"""ZhzH274b8ZMj1Fe9VBcDZQ""",34741,Lasagna,food
"""kpNgoqwhvE84jdpUC908dg""",34742,NULL,food
"""WAOto8eY8-CgF6zXJB62fw""",34743,"Chef Kris Komori, left, helps prepare a dish in the restaurant's kitchen.",food
"""yTeQPWkl28F-SGZY2BHygA""",34744,The New Orleans Jazz Vipers onstage at The Maison,inside
"""W142zBUgenPxI0pSEFYsUQ""",34745,Lovely homey feel,inside
"""OvnpuWJDnBPtgYOlf6mEnQ""",34746,Combo #2,food
"""0z0Elcb4nH_ZJ2x40gJKXA""",34747,"Veronica post apps, pre meal, with fiorella spritz",inside
"""BdwPkOSqa9TmMQcAegKRiQ""",34748,NULL,food
"""LWvJOgUJmjCGnkrOCgEImQ""",34749,Mac n cheese,food
"""nlXWv-zT4yRLDw0P2y6ufQ""",34750,Recognition,inside
"""58E_xvTcMo-0N72HgdQWwg""",34751,Patio,outside
"""IrAVfDoP0mL85wr83I7-gw""",34752,Bar,drink
"""2zsSiCzBTSekOFSCWiJ3CA""",34753,NULL,food
"""5YXeIPhpBK91tLmzOsq2bA""",34754,Wall art,inside
"""YjZkEpGdBGgqLgGGJ0rLwg""",34755,Espresso bar,inside
"""wKb_xQyy3BsjXW0AeQ063w""",34756,NULL,inside
"""Pk4g-jvd0vUm7nZYQnK3aw""",34757,Boneless tenders anyone?,food
"""JJHlPOyKtUBGPjnBuTyn6g""",34758,NULL,inside
"""e_K4vFYmOcOzfmoObcN6QA""",34759,NULL,inside
"""8HrmmgCDP5szlDd3Ks978A""",34760,Corner of restaurant,inside
"""sJqtLyBX4UZPRgExLeSvhQ""",34761,NULL,drink
"""mwTgmZOlecKUE8wppDniLg""",34762,Brisket,food
"""6G2jw9WGoVJEOmQ_NQd1NA""",34763,Marinated shrimp /roasted Jalapeño Jus First $14  Absolutely delicious,food
"""1PeqJ_Z8H3DYgR-D8iVhTw""",34764,NULL,food
"""13-SLBdRMZc1Zj50goEogQ""",34765,NULL,food
"""wUJkYutapcI8n2g5BGqoqQ""",34766,Natural Leavened bread daily.,food
"""6BoXlHd7dLaioNMcexpLSg""",34767,NULL,food
"""XJon9g6PbnROCv6TTJjMZg""",34768,Fish Tacos,food
"""-xsITMk79e8pY1VR2_ixfQ""",34769,Entry,inside
"""00g6HAGJeGB_jnpk3-co6A""",34770,Ducky's house made chili!! Sooo yummy!,food
"""UEmvECWUKfYBBTKidWjMkA""",34771,NULL,outside
"""P4sbKolJ7kaTGeK1CUQ0Pw""",34772,NULL,food
"""zZQXU_mf_eP8QKl31vuMYw""",34773,Biscuit beignets.,food
"""26r-SIK2DUsE3V57v9BA3A""",34774,NULL,food
"""m3T_hptZB0Bia0Cid9o0ww""",34775,Strube Ranch Beef,food
"""wDKEK3X_UwSgataJFuJm7g""",34776,NULL,inside
"""F5CEHySLEcsLmcSB3n5ePw""",34777,Hungly curry,food
"""On-iFOWu38HAwB-1UhCWsg""",34778,NULL,inside
"""OOBwID4lxDUeF7GYSSsLVQ""",34779,NULL,food
"""Fw7_ejuXBLclEA739mzKLw""",34780,Exterior from 1st Ave. S.,outside
"""IeABozNzpo5-q1FP9T6vtg""",34781,Banana Spring Roll served warm with coffee ice cream and a blood organge drizzle,food
"""Hudtg8XJ6Aucdcb4LsxXfA""",34782,NULL,inside
"""zwFWJ0cC40R23nrpm1NKmQ""",34783,NULL,food
"""pGMhRgnUJep8Gebow-wQTQ""",34784,NULL,food
"""0neUzTnYbTMFCVd57t5t5g""",34785,Grand opening ribbon cutting ceremony.,inside
"""TVUK7fs9uGakogN_hbPNTA""",34786,NULL,inside
"""NvS2poZrpWXlsWKWJerwJQ""",34787,NULL,inside
"""PDfBMvhEcQAilO4MzQKlZw""",34788,NULL,inside
"""HnQI0um_8X6IP3ottLr4Xg""",34789,Shrimp appy so satisfying your full before your meal arrives.,food
"""pv97TChBJbVx8_3MsV5D-A""",34790,Exterior,outside
"""osb_QsoZneSWFbKfsootAA""",34791,NULL,food
"""xZyWYW0GOjk5QfF8zT9ymg""",34792,gluten free catch of the day with quinoa,food
"""ZvfUtcJdXW-f2PD6fX5-bA""",34793,NULL,food
"""8LbX1gXsNHX5qN0ha6TUmg""",34794,"Tabouleh, 1 extra pita, and Greek coffee",food
"""CEuTH5tRiy87wCsx6Qh1zw""",34795,NULL,inside
"""-uownJW1qI8LW2PoR2IWLg""",34796,NULL,outside
"""rJp_6lbAHJIjOVFwekzeBw""",34797,Outside waiting in line,outside
"""trrsqWkf1ScPRVCmYWIiDQ""",34798,NULL,outside
"""EBh9LzfnSooxwpyScv-1GA""",34799,Breakfast menu!,menu
"""XoK_w-a-f1h-k_lAoUn7_g""",34800,"Krem, next to Asian Market store on Moana.",outside
"""JsQHoLKt8pOyA95_ZtyMsQ""",34801,"Pat's Special Burger with the Le Bus Bun, Onion Rings, & Bacon",food
"""uC03OWSc9f0gXNAVkR2yTw""",34802,:::New Cocktail::: Elderflower Cucumber Mule,drink
"""xlrUIKUoV_Dk3cSKcEP1OQ""",34803,Beignets!,food
"""HrY2Y5NpDdZHTpcGyFrXyA""",34804,NULL,food
"""qCK8UQl4G7gK9QJPA5W3JA""",34805,NULL,inside
"""oNXaU3R5zqVKINXxL1OJ1w""",34806,NULL,food
"""dDpoJYdD-WKG_eJVUB0SzA""",34807,"Cheese steak with whiz, mushrooms, and onions. $9.75. Cheese steak with whiz and American, and onions. $9.00. Cash only.",food
"""fccyiH54mDZCTsqiBdENAw""",34808,Views for days from the patio at the Bar & Grille.,outside
"""vycoetQ7P57AGoWE2q3r3A""",34809,Inside,inside
"""l3PH93TMO1XBHKHd2Wbzuw""",34810,"5lbs of their crawfish, wish I'd have grabbed 5 more.",food
"""4osxacn7_orIfKU6yo_9og""",34811,NULL,inside
"""6OlaoKI6BzdBY7TJY1V-Wg""",34812,Love the salad dressing,food
"""1Sdun7eg8_dGKuai2vhMfg""",34813,NULL,food
"""57vkSvF3HQP8gyQgStcodA""",34814,NULL,food
"""l_Y8GDL-9tE9Z6eaObDVZA""",34815,Love music,inside
"""WFip3biApSpQViG0gFZQLQ""",34816,NULL,food
"""aHvcXYN8JkE-eoOKhhfyrw""",34817,NULL,food
"""eXFotiQUYYaFzPFmfCHRlg""",34818,NULL,food
"""1LBOYskqUe8sAuyWwndxRg""",34819,NULL,drink
"""Hq81hzTLoRVFbCYIkGJVjg""",34820,Lovely lunch at Hacienda Del Sol,inside
"""tzhPGqBrgH6uUfoXbPzokw""",34821,NULL,inside
"""QnFyZcX1R7etooOw1k-_yw""",34822,Tuna!,food
"""su_O43GVRVcFUoC2fylxqg""",34823,"PEPPERONI Pepperoni, Mozzarella, Tomato Sauce",food
"""628J2uoR1X_e3TZsVa0-pg""",34824,Ricotta Gnocchi // @NOMTASTICFOODS,food
"""nGExOnU07EBBNjZkk4OhJw""",34825,Crispy Chicken Prosciutto Wrap,food
"""PFBHsu_RBSCQrWFopeD4GA""",34826,NULL,food
"""DO9re77goGlMqTlTZBr-Cw""",34827,Interior,inside
"""LY8jHQ-4uPx6-Vzmfefubg""",34828,NULL,inside
"""x2RIGN1iPrQzox9601fmTQ""",34829,NULL,inside
"""Jd-xm87uume17Fk4vnU9Bg""",34830,"Good music, good food, good service, great company!!!",inside
"""iH8Sg2qf9_0BAGrRmFYpGQ""",34831,Grilled Tuna Special,food
"""J1nINVFIfsBtSk1b3FDnLA""",34832,NULL,food
"""fzl5o7xDRhDJghHXV4e4QQ""",34833,El porton salad,food
"""VfBAjidEOEUO9sXEaSUW5g""",34834,NULL,food
"""Vc_Sme_dnJ1oco4bXmq4_A""",34835,NULL,food
"""g5R1xvX_h07HAI47_IOU7A""",34836,NULL,food
"""VOY8bHDcQ46opRxiCTAvDA""",34837,Bar area. Lovely tile floors,inside
"""o8i4xB3GY-3ZH8vIHUBy5g""",34838,Grand opening of Blake Shelton's Ole Red honky tonk during CMA Fest in downtown Nashville (June 2018),inside
"""aGge3Yop0TMtnwbVsEuxUw""",34839,Seems like they need to open more of these. This line is ridiculous.,inside
"""RLkRxRn6JfiS8oi6omJunQ""",34840,this is where the magic happens.,inside
"""LI_CKhDY7YRfVLwoDhBBzA""",34841,NULL,drink
"""YLAR3CrLsft6lVLz7uYCTQ""",34842,NULL,food
"""oP4Ldrbd-nsdujoAyW1WEQ""",34843,Fat stack cookies,food
"""YGlog6DHj-euhTuLxsoIcw""",34844,NULL,food
"""sf6GJmJQN8FFSoiXg_7VsA""",34845,NULL,food
"""EbhmNSR5EYB9WHkaBnafoA""",34846,NULL,food
"""oqBMvbouNEKszPRGA3VSnA""",34847,Fried Chicken + Tabasco Honey Biscuit,food
"""pIcunDyoLpOfAWgIUKHGLg""",34848,NULL,food
"""IwLDIaUbnZC2Xa1ND2vgXA""",34849,NULL,food
"""YIwySo1K7bn1Cu92o3Iy_A""",34850,Curried Turkey,food
"""E0vu_gLwsWiz1f2xupvKRg""",34851,NULL,food
"""szFycLLNZzNmUdBHRWxW1Q""",34852,"Order delivery & takeout pizza in Boise, Meridian, & Nampa. Order online now from a location near you.",outside
"""XNA33b_p4ml69jQ9MlWeEg""",34853,Sandwich platter to go.,food
"""k0uDK5hNnQkYD_fJlKsnMw""",34854,NULL,inside
"""GG_N-3aRGzZ1mcW84x0-Ug""",34855,NULL,food
"""tlg_42FZzb9Rtb5RVyqP2w""",34856,Sugat,food
"""tYhG6IaTd9WVbsBiWYcMyQ""",34857,NULL,food
"""OiSDKnPTGjI2kpcmDkjM4Q""",34858,A yummy brownie for mom,food
"""-FQlHkrcKRdnUrYA8wzuhg""",34859,NULL,inside
"""iKRQv0g7DWQiswTqajJuoA""",34860,Brisket sandwich,food
"""2isRrRTgQuFyG3Ij1YGzMQ""",34861,NULL,food
"""rUvBVZn8O3kCNsulFeqLdQ""",34862,Mussels Diablo: Sautéed in a spicy marinara garnished with garlic toast. $11.99,food
"""jaIzj1JMutyV4djIGIfZxg""",34863,www.urmomsburger.com,inside
"""cuhkSeBpSfYgZpMY-LfQHg""",34864,NULL,food
"""hfKOpUFAwew2atzwv_ubsQ""",34865,NULL,outside
"""D90geuEdrAAlSP65i5U5lA""",34866,"Madras, Coconut Milk Curry",food
"""dyLgxmOwW90s1u7JfK4R_w""",34867,MOLE POBLANO,food
"""YhAtzSVHVVp48vUOWM-kVQ""",34868,NULL,food
"""8oNOYdIgnTWU_8-BbVuCrg""",34869,NULL,food
"""DLhspYdo81KMmKw4Pc7KRw""",34870,NULL,outside
"""P-gyDsMn_H5OivCAnJKOYQ""",34871,NULL,food
"""4DqFo2m_BweJ064MQOp_Xw""",34872,"Lucy's Retired Surfers Bar & Restaurant ""Zinko De Mayo"" - get your game on!",outside
"""RZ8VNtkH_6D6OsJgIsyWVw""",34873,Quinoa Stir-fry,food
"""MaouZ4HBWo-Ob4mrwPId5w""",34874,Stairway to the door entrance,inside
"""ByBwnxtbWyzS2RM9LKz6Gg""",34875,Redfish n grits was FIRE!! As well as server Diamond,food
"""legiykHuyWKJHnC_iYtBVw""",34876,"Fresh out of the pot, good size #1's, good weight. $3.95 each",food
"""PZdHvefNpi50hKCsYoN0iw""",34877,Outside Dining,inside
"""x6uE2MaIuVE3Qxl-7w3-YA""",34878,July 2021: A section of the dining room. There are two wall TVs,inside
"""yIawzQr0RxDXFCPonbpCeg""",34879,NULL,drink
"""MaVOq-DPr1RdkCPQvMyWfQ""",34880,NULL,food
"""D4jhzz2QsEoGRJB0yXuNVA""",34881,My guilty pleasure - key lime tartlettes. Only $1.25 and very addicting,food
"""OYGDYNxDoSD27l0Jx0b_-w""",34882,The Voodoo Garden: Outdoor covered courtyard w/ full dining + bar. Live music starts at 12PM on Fri + Sat. Dog friendly.,outside
"""Mkhob4jbanGjizG3MsVAjw""",34883,NULL,food
"""M7s-Ny9NpLRRZKHK2qaOVg""",34884,NULL,food
"""EcJV17VJvhOHvkKEnvkoNg""",34885,NULL,food
"""BVql5H5BTPy--Gc3LT_tiA""",34886,NULL,food
"""8_j7wXzPYqrzs6hPT8Vjaw""",34887,Tacos El Pastor,food
"""PppE_0ydpPgcBPjz4-4_dg""",34888,NULL,outside
"""iw0yHo7vYmWkw5KCiEBGHw""",34889,NULL,drink
"""bByuLt97ffNW9xSve7BwdA""",34890,"Benton Park : Ham, Roast Beef, Turkey, Provel, Dressed with Lettuce, Tomato, Pickle, Onion, Pepperoncini, and Sweet Red Pepper Sauce",food
"""VIpWprr9_XGXvLuWpnDTDQ""",34891,Funnel cake fries,food
"""VMuQINZOl00-EFHtrg1DSQ""",34892,NULL,food
"""gd4f1ZUQyBD0H9d0-rILqg""",34893,NULL,food
"""5eWnbY-54zd9YJEnDNrzAQ""",34894,NULL,food
"""6RhjgD4z4_ilyrgQ-IAiAw""",34895,NULL,food
"""4aAAY4kg4gDKa0n1EWdOjw""",34896,"Nachos can be loaded w/ grilled adobo chicken, house-made pico de gallo & QDOBA's signature 3-cheese queso, free on any entrée!",food
"""jDYTYz17lEyVCTAj5Hhtpg""",34897,"11/23/2018: Looks good, but tasted terrible!",drink
"""j6qjC1f3Pbo3XBXwqF2ZGw""",34898,Dressed Chicken Club Po-Boy,food
"""Vwm8PEQOSD1IAsrlPcKV1Q""",34899,Chocolate Nutella flan,food
"""Y6yqApSBjP6to2MEfUe9Dw""",34900,NULL,inside
"""czhRmpUQB6qPTy_kfv11vw""",34901,NULL,food
"""LCjQiIgZ6zo19uakTmviGg""",34902,NULL,inside
"""YlTJoNY-5rEUnHmV4F_LQA""",34903,Elevated Eggs,food
"""IXKe33aORsAl9BO3Lj1hcw""",34904,NULL,food
"""Svw0trYyuO9anvkevKNICQ""",34905,Lamb Laal Maas,food
"""5dblLYqDzkmzKtcAwaJYEw""",34906,Vanilla slice,food
"""Z8P4wbiKw0FyG6B3mIVWQA""",34907,Okay grouper tacos,food
"""N6Cwy3cnOm1RUzYCf4wuDg""",34908,fried brussels sprouts w/ chili vinegar..... rocks !!!!,food
"""0LmaLuIUqu5NNrPPiDfj9Q""",34909,NULL,inside
"""pFKfKBqkRbL7aBhEfTjTFQ""",34910,NULL,inside
"""5axf9UC3oiYY0JQPbsjQHQ""",34911,NULL,food
"""ddgLhiZ_nA971uZ9HiZ9qA""",34912,Our private booth at Kayne Prime.,inside
"""rZ_96jzHCaBIXHrsCVwQQg""",34913,NULL,outside
"""XkvwyxGzsbOopFJ8hBkfGQ""",34914,Sultan's Den,inside
"""oD9YUr53UoAF1zUiMXCotQ""",34915,bar...,inside
"""M8qPoLKSKdQycX5i_sAf4w""",34916,NULL,food
"""x0Evgd5hBaVkMD9Mp44G9g""",34917,Main church,outside
"""1CJ742Rs03FbdIYMsD9jqw""",34918,NULL,food
"""jayeDWCTRosbhot8KjS6ew""",34919,NULL,food
"""8N84-wphchg4msw9e_yEuw""",34920,NULL,drink
"""EE2tzaUCgO0RotUIGdj9iw""",34921,NULL,food
"""KUBK2OPN-rCvWw7JcK_KXg""",34922,NULL,food
"""QE6zKvsCrdimS40rAYgAmg""",34923,Veracruzana,food
"""ZQpCq2gCwcTY2tcEBjP8BA""",34924,manti,food
"""ipeqOTparBJZKtKsOlGEsw""",34925,Da Vinci's Restaurant,outside
"""-YdmvIxuTILoA1qnH2VtRw""",34926,NULL,inside
"""bush01PKfgITmrTiDT_TFw""",34927,NULL,food
"""5o40gm6ZaSgp_8eJNqo3IA""",34928,Fish Tacos,food
"""v_O7rc68Y7rZUGhFKHkKBg""",34929,Bucatini,food
"""3sNf8Qw_gDI_Vi0AZunN8A""",34930,Upstairs dining area,inside
"""zoTkeAZOzpaegF1IEIi-oA""",34931,Beignet for breakfast,food
"""0AY13SZoBIvJwLiZ9iE0aQ""",34932,NULL,food
"""SC2eqXYnJtpkmuREOAFxPg""",34933,Eagle Roll and Red Dragon Roll,food
"""Mk4cTZFKf1ptLRVZ0yJncA""",34934,Sushi on wine crates!,food
"""JcC3e0FhU8KxKilgUiL3zA""",34935,outdoor dining with fire wall,outside
"""95h_OmS6V94bxBSsc0a7-A""",34936,NULL,food
"""WxcB3LSsdwYt0iNF6EmokA""",34937,Chili Manhattan,drink
"""A1LJyrcDsilPqI5Pqxc-eQ""",34938,NULL,food
"""B1ubBcrZj3Ay8V2ROVvNTQ""",34939,NULL,food
"""e98rd1fGebh8AyX64sScFw""",34940,NULL,inside
"""pfcrNPLCWaMcQ4DoSZtlAQ""",34941,NULL,food
"""Xs0nLOHiuzvrW4cG59jTcQ""",34942,Buffalo cauliflower,food
"""2aBNjojOMVxDNfmLcjxLvQ""",34943,NULL,food
"""ueo7HB6ifmRy-pnW0WEzfw""",34944,NULL,food
"""2fXkGtkXfYf0reU79SBqkg""",34945,Pecan encrusted fish with corn and crab meat,food
"""n-a_CIDG64utjnqBeSyMUQ""",34946,Lox board,food
"""MynXrzR4TYVrMLNlkttX1w""",34947,NULL,food
"""goPOrm1QhyP4Hg3aVj3aLA""",34948,"Brunch with us on weekend! 10 a.m. till 4 p.m. every Saturday, Sunday + Holidays",food
"""SkR2GqtLofMsa76ve0Xb7A""",34949,NULL,food
"""7Vw7BAjjTpg465Vr0xUb9g""",34950,Espresso Brownie with Gelato was the perfect end to a fabulous dinner.,food
"""ZlZIlNMXWMcDqdzGIVRiHQ""",34951,Cinnamon roll,food
"""hbXOq28jP_pwpvEfkNeWhw""",34952,NULL,food
"""x3prW6Olaojrcc7OIjPowQ""",34953,NULL,drink
"""j6eOfOxhT4mbiTU7pdyWpg""",34954,Front door,outside
"""HoJvF8So9J7QD5DuAqz97A""",34955,NULL,inside
"""LdxnBNT4tTO5D5fvAx9ukw""",34956,Carmel bread pudding.,food
"""aJG-wCEnFzSWBJIeQA5hSg""",34957,NULL,drink
"""d0iXUSf2ThtkDzY5E7F_CA""",34958,New interior,inside
"""et_Yx6jjEvbAe6XI6Rp74Q""",34959,NULL,food
"""pvA3A9rC6rE5suTIpWELrA""",34960,First Watch Chickichanga,food
"""M7sG34G3Q3KXKHGUu8Clyw""",34961,The new Leaves & Seeds & Flowers Salad!,food
"""HNx0XiocokEqlg8wzGxQSg""",34962,NULL,food
"""wsLVG5_y8DEXTQIVDIriBg""",34963,Coffee water and cream,drink
"""mzqOaTggcq6fXFg3fiLdtg""",34964,Lobster & Brie frittata,food
"""Lsl4u3-tHqYIkWWNpDdl7g""",34965,NULL,outside
"""6FweMlGd_R67_rEY4Du6hQ""",34966,NULL,food
"""OoSt286mfmy-rncrX_UPig""",34967,Pecan pie in a jar,food
"""nf1ujcxGrH52gGJqTbDpLQ""",34968,NULL,food
"""0qNJau8AwkStrmQb00lxjw""",34969,NULL,food
"""NWMDDRZVnAtXYmZG-ovwjg""",34970,so romantic!! dinner with my contemporaries!,inside
"""K0qa0thDueFhGayHUGdbeA""",34971,NULL,inside
"""o2Xj6qrje_TbX-70KAm4oA""",34972,Fun Fun Fun Guests enjoying an evening on our patio,outside
"""32uYUOnorEzVzGHtgfIzUQ""",34973,NULL,inside
"""xzGmwd4Cs9eoobGNVBV5Ag""",34974,NULL,inside
"""vZn5x1ZFJ8qyGV3prOfQIQ""",34975,Decor is upscale,inside
"""GNjkW4PkgtlWlG1lr9l8WA""",34976,NULL,food
"""jJ8zdDT-R0S5Op1oQJtVlw""",34977,Kentucky Fried Duck,food
"""X_e1bRZGPGGFOISi1igqMg""",34978,NULL,inside
"""EZHd7DDmzWiOBLHA1dwCvA""",34979,NULL,food
"""fvTfXu9oUDxRwR7Ubr9pgw""",34980,Green Chickpea Hummus Board,food
"""CQ4YoQMWPG7d5KUghGhT4g""",34981,NULL,food
"""91BJ2_hQv_zXtDt28pH0XQ""",34982,NULL,food
"""utFLHnfVYau0quYdu7bADw""",34983,PJ's 'Naked' Style Wings,food
"""bm2tPFPaH2QGBYj3kTF69w""",34984,Live music!,inside
"""h5TrKU0plqC1Qowb0OAwmA""",34985,NULL,food
"""p0CtcoU4h78LdYKqW1HaNA""",34986,NULL,inside
"""tmz4Ze23WRdH6Pf7S64Sxg""",34987,Teriyaki Shrimp Bento Box,food
"""XnWmmd0xHr3VYEVzCH8Uow""",34988,NULL,food
"""GE9QZ81keFF1CucCTlLc0A""",34989,NULL,food
"""fK-hOf-SKrHVddufVcjXHw""",34990,NULL,food
"""yoHfSPIMK7E1QG3GG4-ZZg""",34991,"Take-out: Sausage, peppers, and onions sandwich",food
"""9LNuUXwHyLIJyPitjq0OaA""",34992,Bacon egg and cheese on biscuit with Sriracha Berry sauce.,food
"""vtx6irz2eg8Ekwt87WqINg""",34993,Tostones,food
"""xHAIe6rSOTP-zGWqeqAllg""",34994,"Scones, muffins, croissants and more",food
"""FVbkerToyVO-AlvexQFLVA""",34995,High chairs.,outside
"""Jevl9bspuLdbNj5Iizp7Hw""",34996,NULL,inside
"""AMBZ_-PwveVU-RzJgJdXtw""",34997,BBQ JACKFRUIT SLIDERS with Greens and Mac n Cheese CHICKPEA 'TUNA' MELT with Baked Beans.  HOT CHICK'N SANDWICH with Greens,food
"""zSKDUSvmuGSrrLD6_ee9uA""",34998,"Cash only  - Gene's Po-Boys: New Orleans, Louisiana",inside
"""onyLgF-CFMq84iBfDWJZCA""",34999,NULL,inside
"""WIaaVFfQXF-6FP8WZ-bCDA""",35000,"Lasting Impression // Broker's gin, cranberry-sage syrup,  lemon, Lillet Blanc",drink
"""A9ydHwo52-1H5F168ywP7w""",35001,NULL,inside
"""pYUxwTavnF2Y5fg_NG3-wQ""",35002,Custom Tuna Poke Bowl,food
"""HqhxShE5G6aas6q-EXneKA""",35003,Chocolate Luxe Cake,food
"""t35UiCCdb9FGR73UkFp53A""",35004,Flavored Lassi's,drink
"""npCkoFccq-D5oGFugxdz2A""",35005,NULL,food
"""1TIWQWcIucHfgAxPAT97Nw""",35006,NULL,inside
"""X3TIQxe_Zp97cjPuxyW1wQ""",35007,NULL,outside
"""BqGimONo-ffg3oMt1q9gvw""",35008,NULL,food
"""pQLxbztLNqrWRF5XBBjVSg""",35009,NULL,food
"""3mEm9xa8TvHUi-B6bVPdJw""",35010,Amazing band and dinner,inside
"""HxDOpH2xnikj9ye32adUkQ""",35011,NULL,food
"""zAAHTgUJuz1S8soDYyR4gA""",35012,Ambiance,inside
"""o2mNccj3Usb968Pj8jm3kQ""",35013,NULL,food
"""x8OglmCbBeKEvCCu3iPW6g""",35014,NULL,inside
"""4Ab7rzEWm0WCzhPzOsaVXw""",35015,NULL,food
"""dMmrVOvZ9i_td517_0la_A""",35016,"Friendly,  hip place. Good happy hour. Great drinks and food.  Who could ask for more.",inside
"""O3eb492_toQjhCmep0KLdg""",35017,Build your Pasta: Ziti with Sausage,food
"""kcd0Q5cSjOcevI2sdGVotw""",35018,NULL,inside
"""fe8wehrIga9FJk9qkxUfUA""",35019,Chicken Chettinad,food
"""E-2fCI9jloKrtzQrVQQEyA""",35020,Filet Mignon,food
"""BAUoJRbuy4OylpEh1zmCJg""",35021,NULL,inside
"""vFvREHydOVYEJ-AlrkcG5g""",35022,NULL,outside
"""H8GGKNqNpBiOT25q-euN_w""",35023,NULL,inside
"""I_25GOKeBxuV0c-kjC6jvA""",35024,Inside,inside
"""vubmS0RRh1jt5BIi6QCWzA""",35025,Lunch line...,outside
"""T6SkZRkWi_p8w0MR5l22UQ""",35026,NULL,food
"""OVUawNRQ_0NqMeQVcNAdwg""",35027,NULL,inside
"""QSUFYb3te7-8fRDuhNKE5w""",35028,NULL,food
"""4sf_1arE79srBC5DRMKKEQ""",35029,Meet the 8th wonder of the world.  Dole Whip,food
"""jEzSPMMq8nVFkbOJNqmEMQ""",35030,NULL,food
"""LDrlZKRX1deM-Rotw2IfLg""",35031,"Interior, dining room area, facing the windows (photographed by Dave H)",inside
"""bh8KE3eLziwJ-G-EXB4pKA""",35032,Dear Lawd!,inside
"""-WM3kpl0rT0RgxlHrQVbHQ""",35033,NULL,food
"""SW1kMm5dv2WmW42uJGJohg""",35034,NULL,inside
"""W5o1rvQsjFdbaP6_On51Mg""",35035,Fries are bomb,food
"""jVI6mg8MvJXLztK2Luxbjw""",35036,Counter area,inside
