uid,name,createTime,cools,reviewCount
tbLJMWuM2xELQteSz7PnDg,Maria,2014/8/2 5:53,0,5
JuCXWK5DfWCiF_cgOFKVQg,Grant,2013/11/23 23:13,0,5
H8mPXzDu5k3ma4TYGXXEcQ,Michael,2015/8/1 23:37,0,11
QG5Xa3R9_TmDDL4g9BiRA,Corey,2019/7/8 17:17,3,136
J2IcskK9c8xxCmxVJLT8qg,Paula,2020/8/6 17:09,0,2
KyOuKubMR2lDDnX5ICVAw,Selena,2019/7/8 3:51,0,3
w7oz7yZXgiuDu3ha6KOzXQ,Shaun,2016/5/10 21:28,0,1
0IEVtCr93GVZodZshEDxXg,David,2011/4/6 19:13,1,4
udG4jQUQsiRzLjgrA6BQ,Bailey,2018/12/29 16:59,0,7
o_GFxlv073voWKFcLOwYhA,Sami,2018/12/27 0:08,0,2
5Q15osZxjgugCDJAhuZmuw,Josh,2018/8/3 12:09,0,3
5tKpyhOPs1qAN90kYwfoQ,Hanna,2011/5/28 2:58,0,2
wDtad05sijzplVaPbLyNQ,Anne,2018/1/16 2:17,0,9
N6E_rhmCIHAn6ryBsOTDTg,Jenny,2021/3/9 8:30,0,2
oQwpxKHrTkvZ4Zb3TXy1w,Jack,2011/11/8 6:46,4,3
x34ANp5YFXw5sAqivdcD2A,Linda,2018/8/8 16:59,5,42
h3TOG7nrvs59XEmG7aNTHg,Dave,2010/4/9 16:33,1,44
j8RHWGWFUlIaKjrnXc9pfw,Alex,2018/7/8 19:58,2,5
BECs3yYci9OJ1CBmVFiDBA,JustDeuxIt,2013/7/1 15:02,0,7
iPIqLQtUz2oYGeE07E32LQ,Don,2010/1/2 15:54,0,7
u9EO5tYYZxib0sazRDGANg,Frank,2014/8/2 21:50,0,3
NeBn3fJ7ThITSc5X0odnQ,John,2017/4/10 18:49,0,1
iEAn39uadQNpa83ISjDMgQ,Melinda,2014/8/29 21:41,4,26
qrbWWZUkXbXjXKgY7Cv6A,Sasha,2019/5/1 21:23,0,6
XcdLpnt262qJJLn00vlnLA,Shannon,2018/8/29 16:55,0,18
yMQivPAmsGgIBlM7IxhRMw,Ashlie,2020/10/10 19:36,0,1
dHlWSWViT05nEQTvlBZhsg,Anthony,2014/10/18 18:30,0,2
DEq1ZRIjegoru1LPDy59rQ,eleanor,2020/11/20 19:47,0,7
P0hrHf6wXToULJKCfsB2Q,Joseph,2016/5/26 23:58,0,1
Z3kZWHrjzjwvezUVsiSk2Q,Jessica,2019/8/7 19:03,0,1
1CDsTBnUeI3SdMZg3v6TUA,DanzWMe,2016/8/23 15:10,0,22
SqJGuxpJlmOfySiN3Vrbfg,Kira,2016/2/28 23:47,0,2
pZC4aHEOKmxqpO6OTBhcQw,Christa,2012/3/21 14:27,6,18
SyKqBhg70T4JA8QYDrTqDw,D,2017/7/8 23:35,1,25
JY0x1MDvHeJXjJeTMFjLBw,Lana,2015/1/2 21:35,1,17
a4CfuZAp2hwdgc6OkcpUog,Marysol,2018/8/11 19:43,0,5
4QUISzZIZ46arbfJJpoGIA,Henry,2017/11/26 2:48,1,30
NeGdFQM6hGGvcY5rY9QeNA,Brian,2019/11/11 19:52,5,7
zuzIp0r8KDSURLB04qU3A,Cassandra,2019/1/25 17:33,0,5
eXvaz8H93q8JKHlt91N7Q,Clint,2021/12/29 1:37,0,1
QNB4Um92QR49c1w5cKDbIQ,Michael,2011/10/4 19:28,0,4
XliNEYu9rIUZUh0Cry55g,Rich,2013/5/31 23:18,0,3
YGxNwFF_wdPUgkVfOEPhMA,Phoenix,2018/4/10 23:24,2,16
rgJd78YK4FaM_A2nVC83gg,Samaa Alotaibi,2020/7/2 18:47,0,2
7aV_KwKcExCSMJLGOGU4Mg,Becki,2018/12/9 21:00,2,26
ZcL5MdQejIrkd_7J96sZQ,Joejo,2014/12/7 18:22,1,12
8fsykflnJMelRFROdnUHg,Hunter,2020/12/28 1:33,0,11
pr73ICtAqEqHeN1GbObC8g,Ariana,2014/8/6 8:07,2,6
mUPduRPjrKI3gXuPMF8bA,Mia,2018/4/16 1:46,0,6
RcnLYH8ZqtqT2af7vIT0Sw,Brandon,2014/4/15 20:11,2,10
t9YuAgt_jEe9PY5qqsPLPA,Lauren,2019/3/14 1:36,0,2
iS4nY63_2s1BCjpK6rvZdA,Brittany,2019/5/24 17:00,0,6
0aazvhkuGXLnD6m3ag_XmA,Kevin,2019/5/25 0:52,0,1
w9t1pxA6Z2HGz3rwNSiUw,Tori,2016/8/12 18:08,0,4
LVuhmDKB4gldwd6GzsFaxQ,Dorothy,2009/11/27 3:16,2,9
2xdIjFZZSocDw27JEVRIg,Pamela,2016/8/18 19:58,1,9
HySC4uXMlvdiSBFv5mcE9Q,Marc,2015/8/11 21:49,1,25
m5PFmbiruis9UxbZyGPhg,Joe,2016/4/11 16:40,0,1
7rzyhuQ8MPzeIBRSCHAiEA,B,2018/6/2 16:15,1,13
fo8UrE2qGt2OR5x4Y6GMgQ,Marquisha,2021/2/13 14:14,1,17
2mkKUUQ6u6w4peaa1oEdg,D,2013/5/24 16:39,1,10
_3TAtsWiXLINeHOs9KkfQ,Jennifer,2018/10/30 4:16,0,2
M7JK168FbEwMUjUWLQFag,Kelly,2018/8/15 1:14,0,4
kv2vFvSIiRz_Rrk4HUk4A,Stacy,2014/7/27 20:33,3,29
ZL8cgMY7b8POMaxKgd6u3g,Evan,2019/11/18 17:44,2,140
ZtYARWpn2NFez2w_TI5w,Christina,2013/10/31 23:32,0,14
75kzJEWn_01Og5qcSKNRYQ,A,2019/10/25 13:06,0,3
RCMnCXRQ2p8gGRZHm9TkPg,Shelley,2015/5/25 23:06,7,58
gMKXBXkWbyelZ5Z107NxuA,Chase,2021/6/28 1:22,0,2
pt4ybnuIMFnkYE9rsP4Ng,Perry,2015/5/9 1:48,2,22
zkDL0m13qqxdnPkkfZ_rZg,haley,2020/7/14 22:59,1,1
YbCeh6c2VeJBDCI9K6fITA,Sharon,2011/8/5 17:11,0,3
Nuh6AH2dwRBoNClrEPufgw,Everett,2012/4/8 11:53,0,12
658tk_FMn55mZR_RavYFg,K,2020/6/9 23:05,0,1
7RXlBhj5BGNfgJOvSskkJg,Paul,2012/9/2 18:28,0,11
yWzMevjOo8zGlLJyUumOBQ,Barry,2013/1/28 0:37,0,4
iYPU3Gzswmz0sMdHKYSlog,Charlie,2018/10/16 0:19,0,29
EFGJwAj58yMbSipY21aZ_Q,Mark,2012/3/9 4:00,2,26
QQdivri1pThdkXPE1n3w,Bernadette,2018/8/10 14:28,0,6
k6tMSu5RV1SsWHU7R8nUOw,Brianna,2021/8/17 12:28,0,1
TuyMUFgrOMnrQYlAj0YvjA,William,2013/4/8 13:48,4,17
k4l82_FRck5D9rMECUeNGg,Sander,2016/8/20 1:00,0,6
blySmNqDuHFOJWzFiUfSQ,Beth,2013/7/28 21:31,0,1
gN559L_VopyK7BQvyuqYmw,Tiredof,2014/2/5 12:50,3,34
0iH0ZS6aI6EUE1g1Yb3DIQ,Kayla,2017/2/26 18:52,0,4
_oB03OgvhsF1SRLZqoQw3g,Steve,2018/9/29 22:53,2,10
lnPlZb2wBmQ4NEMHiEi5aQ,Carl,2015/12/23 19:31,0,15
EM7KtVpIBlX5WbBEmFetw,S,2011/3/19 18:00,0,15
TGWiQ0c7HO1ItLqqhwNpwg,Rossi,2019/3/15 2:50,1,3
TMCFjnyNBPoV54BiylcPQ,Maria,2011/9/23 23:49,1,20
vjmzj4UFlRwMwsTu96pGQ,Trenda,2019/6/9 14:08,0,4
gUKRQRqebwjX2kCFdr5Q,Emily,2018/4/3 1:52,0,7
ccBP1en1PtrCUkl_m77w2w,Paul,2019/1/15 0:52,1,3
LG4OuGuDcZPxvV7XsAYJA,Jon,2020/1/1 22:23,2,8
nCKbw8kHMXSbpv8_yJD23w,Stephanie,2020/11/23 1:57,0,3
Bh7Gem6MPKlXvl6cllgZiA,Ethan,2018/7/21 16:27,0,2
_krivlcuhvqDH41cnukA4w,joe,2011/10/20 15:54,0,20
i259yQRQ82NTdVHftsSKw,Emil,2014/8/24 17:46,0,3
i9TdF8OaX6SRw8IEit35SQ,Jessica,2016/8/23 3:27,0,6
OyxekXlGsG1zGPj8yQRflw,Anne,2014/1/14 4:15,0,10
75SvWqJFxS9JBDHG_PYYVQ,John,2014/7/12 12:49,0,7
RaePMSaHia7LkPpZWGQkA,MIke,2009/12/29 1:02,1,42
FfyquDNdfaz6nOAqYxA0og,Steve,2019/3/10 14:36,1,33
1kdUJhVunfdBH87HTAJZaw,Danielle,2019/1/21 0:13,0,4
MCgN9qlpfzPJP0scsPxaA,Rachel,2016/8/14 23:50,2,18
V8oNMYsaji7iITOhNpzzqA,Lee,2017/11/6 4:16,0,7
VQtnZaO6kbPeL5pu7MitQw,Hvntr,2016/3/27 1:23,0,15
bQbBmmQJ8G8imJaARoyseg,Walter,2015/8/14 15:43,3,10
qtD4yA9jn94i55kW0ZWYEw,Sasha,2020/3/12 0:16,0,6
gqX0ENWepe25O6GKMSWhQ,Alison,2012/7/25 22:20,0,2
aFvVbhFZny8YXFeP9RrLA,Carol,2011/7/10 9:37,0,8
m8zpVyYiXfEUbqSR56JuSA,Jenn,2014/8/2 17:42,1,7
yD6IILVa9_Mq4dn7zIcA6A,Ruby,2020/7/5 23:26,0,19
fZRxBbhnv7_9bgNcS23YNQ,Brian,2018/3/9 22:24,8,17
T1ARbd6Ff8aRKGNQhq1STQ,Reianah,2020/9/13 0:45,0,2
2zLvizm87yr9d3LLTgu0Q,David,2015/4/27 23:36,3,13
s028AyWVmKz6bGL7YiM75Q,L,2016/2/8 21:47,16,151
4xmJZNRxQP8O_gZ2Iv42Q,Connor,2014/10/21 1:50,10,81
NqDzgY5B0kxR2arESOPSNA,Lisa,2012/12/13 15:02,0,16
cA7AjdGWzrA1Ruz5qLQ6AQ,Hope,2018/1/26 12:46,0,4
Bnn3fFwPocnveDV3ty17A,Penelope,2019/7/7 14:07,0,3
Gab7P1ULaIlhaTewhPLoA,Jordan,2015/8/19 13:42,0,1
WfxrmTx6XH6qjq8oh97HQ,Lena,2019/3/14 19:17,2,22
VrYr82KSUxUhaxm0mIpVg,Scott,2012/9/27 2:45,0,5
lJCKlyuvVUltP2eITqj_Pg,Sissy,2018/8/12 15:28,0,3
93CrN7tUUxKsLHCIMffCQ,Art,2021/3/15 1:46,0,1
S52VXgOq9EBAvY_MRgkRkQ,Hans,2014/1/23 0:32,4,41
tnfmr2odxFRUCCxRAgojmA,Connor,2019/6/28 2:11,0,1
122GgwjM3aUa7aymfZedmA,Nora,2019/5/18 22:01,0,2
tWNUt9Ivm8_Yg9Yb6ToSvw,JT,2016/1/12 19:43,5,22
jKJWFtaAemD2lil5SERLQ,George,2014/6/20 16:36,1,8
LtRttD4lc4m8q4X7wTCIgg,Laura,2016/7/8 14:45,0,1
6Y5jT0xfYBmXWkBOqwDTjw,Gary,2012/2/15 22:29,5,45
9BzH0CnTvyvBSor5T5KsQ,Jane,2014/8/7 1:17,2,3
HPjWTYGooaqyASZlPbc_OA,Hunter,2015/7/29 23:31,1,12
VRMwTG0DvIKF79pTkNFzdA,Darwin,2019/2/19 21:37,0,3
jzMVHLTvrmKb04UlhZYs_w,Michael,2018/4/29 21:35,0,3
mOUtClc9Kwc5ntfdpudpw,Maya,2013/9/19 17:11,0,2
Orp3aj6JsG6bKzfDa1hV2w,Donald,2018/5/9 14:08,0,3
epLTfdrdh_6syg7TtlIN7w,Gary,2016/1/8 6:10,1,18
3LLunx0LsyEl8a3xyx2xQ,Bob,2014/12/21 16:17,2,5
NZjQxPP9HO9rKjXy2ieAvA,Jorge,2017/7/15 14:21,5,5
WoJLVL_Arr9tAePkWCGFg,Linzy,2013/10/18 4:20,1,8
futhQaHRGtGVb6lhNiEY8g,Carla,2013/9/29 21:53,3,11
NFPHTjy2itA2wDHaB217Q,Amanda,2016/12/3 22:52,0,5
b9uBkAkeumc8CB6jBZN8w,Heather,2020/8/28 14:44,2,14
Mmz0F76eQjkgG4fWpd1NGg,Bryan,2015/1/28 18:47,0,4
iittxH2spnahKTtiquoHoA,Brittany,2017/9/5 19:33,0,8
t30qv0tt_zhkC_i__TMPkw,Nicole,2011/9/5 1:40,1,2
JfIBav4XXdON5XlzHj7VyA,Nanci,2019/6/23 17:53,0,2
4UyLybgKWPzNeGTIvJKiUw,Chris,2016/3/28 22:51,0,3
sZxdtnrVCMyGtmSuG2XJ6Q,Summer,2016/3/11 0:16,7,32
fqeZjOmHG1G6zGhv96_ndw,Stephen,2014/8/7 21:55,1,6
X_FBOlNsrca8_PiSgxIOCw,Johnny,2017/10/20 19:02,1,11
SKSlcw91JORwIpF4U37jQ,John,2013/6/23 11:49,0,20
5G4fLsm0RMTaQzB2nzusnQ,Maria,2017/6/26 22:47,1,1
ETh4MeScaqi44PflpAkHJA,Sandra,2017/1/26 22:46,0,1
4fMyUv9qJWUGDJfGbm0NOw,Ronda,2011/11/22 19:46,1,4
xvqnw6PmCkWCocF0usSQw,Jobe,2019/6/21 0:18,0,1
Ygxut74JvvJ2bAnEq2lWjw,Charles,2014/10/4 17:15,1,12
ufOSqMYZ7W9w2auGqdmQQ,Barry,2015/2/17 12:42,0,8
PnNqdAVy1myKDSJLosEmbw,Joseph,2017/10/1 6:25,1,16
0cTGgoPfwOEWGGVbawyBIQ,D,2010/8/20 15:24,23,50
WUmWcfRhZioWxbFgfCnfrA,L,2015/8/2 13:14,1,2
g24xgMc12Za0cfD5bxeSeg,Rebecca,2017/9/16 14:19,0,7
CKdc_y5tnDTECa9nt9bAsw,Kevin,2018/12/4 20:27,0,3
PPHKdKAKyoz1CInteVqcmg,Michael,2014/6/2 15:03,1,17
Ymxz7q0qOWZh6cmcrUVfA,Bill,2012/3/8 1:11,4,7
3j0a5ybtbSm4sa3cFKk9pw,Matthew,2014/11/8 13:01,1,4
pkg1pEIPCBP7CXtnAkOyQw,Sabrina,2018/7/28 22:33,0,1
pEKlUpDsYjQGsC4U6sxnwQ,Cindy,2016/8/2 10:50,22,33
YCDZfgCTE1qSbyNEVqyMg,E,2013/5/31 21:10,2,31
M048HFGfcgLJiClN7dkmw,Jay,2016/3/9 23:28,0,7
_0LxIjQzn2LFZpGcmmbA,Nelson,2020/4/28 21:00,10,12
mkfW0j7M9EvcSFxCwOWd5Q,M.,2011/4/9 1:26,0,1
MMiPqRg7qAOYcBF_b0Eg,S,2015/11/28 20:05,2,5
EQ4BW4Wyzr5ih5DCR5g_dA,Scott,2010/6/21 18:46,5,17
ABFT6qwCH7CkIWHzOFotXA,Larry,2019/7/18 1:22,0,2
jcS_tpq6NjhkA5TB3ygniQ,Erica,2020/12/18 22:52,0,7
cc4OSpbBhKnfTIpTULpcHw,Love To Rate,2011/4/21 18:48,20,32
ZXkmP9LON4SdG0ApEHAEwA,Riley,2015/12/17 21:06,0,4
6Rc7RLBnWeWqnKYZWcweA,Sharon,2013/2/28 16:37,0,8
4jRYx0R6IyRq_XQ_1Agndg,Katherine,2018/4/24 15:53,0,12
wHdDSw_tDNqFTvOncjjlkg,Netta,2019/3/1 20:50,0,1
bEWmzGhxzOT0RZSadlzbog,K,2016/4/22 13:42,1,42
fZ7rx2Wwkx3jfUUxeMdDw,Mary,2014/10/28 15:28,7,50
q9sqImmvxOZZs3tCS0hqtA,Joe,2016/1/29 13:34,1,40
AeyeQROruGxKvIltexr1w,Laura,2012/10/25 21:40,0,2
XlH3sYaHVbVF4GV1ppNv3g,Retlaw,2013/8/19 15:44,0,7
SBLkSaLWFeB87XByQMjEw,Angela,2018/5/4 15:55,15,41
1dT7DbBgvOmmD5OyvwYzjA,Catherine,2014/5/3 22:17,7,40
iWYpLH3KZXkWCQvTNWSoEg,Joe,2015/1/2 1:33,0,30
GQPhaLIiqpsp4AqDsIjz7Q,Teri,2012/3/24 16:35,2,13
fy96zW_VbjCC_jelqgh1Tw,A,2021/2/21 4:07,0,2
LQkxKKJa5nGXILKutX_VZw,Carol,2016/9/9 0:22,0,4
MX8rS9jr5v9svjzccPtIsA,Nunya,2015/11/8 23:19,0,8
zmD95jQGCk9_y6OLqG_3VA,Gail,2020/7/31 0:02,0,3
1OYTjhvQug1U3VLGwTTUjA,Traveling Queen,2012/10/30 17:34,5,34
OwlNZmTLe8mPi8Wht00GXg,Madison,2019/3/23 16:42,1,12
LjmX9FxsQtI0JlUg4QNVzQ,Edmund,2015/10/26 12:20,2,10
gCig4VLWC6TGmMeZNiX9KA,Shuo,2016/5/27 4:24,0,2
vFdWLzeX73xetI7M738EPA,Erica,2019/8/15 19:13,1,22
DeCqxJByKiwgJk6Ch9_F4Q,Ala,2018/2/1 23:12,0,4
9g0C7jgawwBl7VnS0XIafA,Morgan,2020/9/8 3:28,0,4
DgAoVG_XlFRQnuQz5thx_w,Philip,2019/11/22 3:46,0,9
chCgreowZuCfb8aKWQ953g,Kaylee,2019/2/10 1:59,0,14
5AT3BRUpZSog0aDGE9tStg,Debbie,2013/3/31 0:11,2,12
a2sbHB8RcyZAQB1LzTonw,Chris,2015/2/28 16:29,8,24
PEsTGsVufvlYdGIDvSJEQ,Jeremiah,2018/4/3 16:17,0,2
fY3o3icZKFAYj6zcj4EHUg,Steven,2012/11/8 4:18,0,21
OCNkS4jeiGtZweNdVyps8g,K,2018/4/28 3:48,2,9
gALn_fVRfVWpV9jeVcxmw,John,2017/1/11 0:59,0,46
TXcwwSIrnuQ0tALxSQY8_Q,Claudia,2018/6/20 14:17,0,7
yVFXDH2HyFgA3kAj1QB4hQ,Tracy,2012/6/28 4:31,0,1
8FFY69VcMeUQpdQY_3UEw,Melissa,2020/7/22 19:34,2,14
MFPjddu0OExu45El9METIA,V,2019/3/28 20:54,0,5
F5ZPA9miuIMAsps4GUyUOw,H,2012/12/4 0:16,6,32
FTEHtWzUVixLo3XCalhpw,Paige,2015/3/11 15:20,0,11
r8HgLyaHbvx6kiiFWuOm8g,Al,2014/9/11 19:14,0,6
r81bQhM1_jF0FH0tyIc6Zg,Jim,2012/5/2 2:18,5,46
sCsRDuPQyDWki4uNsQpqw,Tammy,2011/1/5 6:39,7,60
DV40W_BEq91KJFd5biD4GQ,Ilana,2012/5/16 2:00,1,64
5EyAnafaDYSIEcqyZT86PQ,Liz,2013/7/8 17:05,2,20
3ykyirPVIzTJVnSpfxc72Q,Audrey,2017/5/11 21:03,0,9
2y5NPtSz18bUI9JSoT6_Ww,Rick,2015/10/31 22:29,19,57
MrgutweOdyzDPQAcYZQl4A,Nyx,2019/2/17 7:52,0,1
Yy3YzfQ2Q5Z9WMO043r0Nw,Pat,2016/1/23 0:56,0,21
WGESMvzEHWlGw4t4sREwA,Dale,2015/3/29 22:05,3,10
SKjC4_8Thtf69z1xIjmEsQ,Tyler,2018/11/12 2:01,0,4
8cmxViKTUUWEAAQ8dACdqA,Bob,2016/4/23 10:18,0,1
Gm1WQs7m9RIawxqsyBc1Mw,Kharlyta,2014/6/30 16:47,0,4
LTI4dwS2cCjeLJxIkL3Ggg,Kody,2014/6/27 17:36,0,23
wpHLFllFsapE8BmNgu6vg,Kitty,2017/10/18 15:49,1,21
PEi8waTYi7Ijv_UnEz5xkA,Dailyn,2016/7/14 17:27,5,9
1dGspRh0vMniYUS5EeqmTA,Michola,2020/6/25 17:25,1,5
DQg7g05bKB_01C5mIYEmHw,Dori,2013/8/9 0:15,0,29
zywFpAlMA7dVUEOtWhHOEA,Mike,2016/4/28 16:59,0,3
PBJJtp_K_CAuHuwNnQZ8Nw,Gigi,2018/7/24 23:12,0,3
7TRMA48TjkANQpHzIZC7GQ,Humna,2018/10/1 0:31,1,3
k3ydKiFn16vQjHvwax34rg,Daniel,2019/5/8 17:42,0,4
TUBV2DR9w6yFYXjvZgrWRQ,Alfredo,2010/3/19 23:06,0,2
_yLwfdbZ7AN9xvShGD4Hg,Eden,2012/10/29 4:19,5,27
HbYeC1vrPaiSOuFwNQJdxA,Mayii,2018/4/26 13:25,3,18
eMO4oQ0MphjMUNOQKDZ3TA,Chris,2011/3/30 1:28,1,2
BIZL7GkKn4HHnoEuGLQFJQ,Allie,2021/7/26 23:40,0,1
ooU55juWoIjVu1yFk5XzQ,Jane,2015/12/9 21:52,3,33
Iqd6cx0U3ygmgIJWXOn3JQ,Allison,2020/2/19 18:48,1,10
N_lnGAJbZ9X8wUE3tdGBA,Kevin,2021/3/5 6:10,0,7
rIHa0qIaOUHfkfHGAiwvA,Alea,2019/3/25 4:44,0,7
TVAQ3tbSjzePPD_0IfEmYQ,Tom,2014/4/5 19:13,0,1
IXz8jejifHEuSQaCF_yyjw,Madelaine,2015/7/2 16:11,2,1
h4NNAnh9LFdHmARkXQ7XoA,Mateusz,2015/9/5 0:05,0,4
nqpApDanaJG38msiWV5AUw,D,2016/12/17 22:33,2,28
UvPfe1Ovuii6zOmOWMckjQ,John,2013/2/16 13:20,1,6
Toxqb0rK3EuJeKq6CaSmMg,Rick,2019/5/26 23:45,0,1
lso_TZ7y_c8BVw7ddEL8Jg,Betty,2011/5/23 19:56,1,9
J_dEzigLXjSGjNjcRyaDqA,Melissa,2010/8/5 3:48,2,8
MgZiw_5pindXcmX0dAQ,Michelle,2019/7/27 4:48,1,8
ZEDVJ44mLZQNsMOkbFceA,Tony,2012/12/13 18:18,3,21
hHCPZz3qXDTo1rX_ZC9ZKA,Liiisa,2006/12/25 4:08,2071,195
ikdLkEDRE1vV5oQVPC2f2Q,Eli,2008/1/4 0:43,1510,368
BUB_t_Rvzs1yPEzZipkWjw,Laura,2007/7/16 20:52,10202,1863
hBicl52tMVsTecdZSVLlQ,Leighann,2005/10/25 23:52,6168,961
qewG3X2O4X6JKskxyyqFwQ,Misti,2010/1/8 23:29,9920,907
Mnhb1r_eiqSatYqqwghNAQ,Melanie,2009/6/28 21:08,8,42
oo1J2dmkuBPjzjD2kZ2qTw,Sisca,2008/4/18 21:14,50,157
9VEEzkD0STtWsQo7Tew2zg,Jobeth,2009/6/17 20:01,13,41
B7ecAeAIrXg7sgmabS38pg,Stephy,2006/5/12 6:07,23297,2605
zR_pNPK8FqHFSfC422SQ,Katherine,2008/8/31 0:11,504,913
mqVVhP9VdaJcjA4OPgDqHQ,Ellen,2009/9/23 15:10,4,16
8Lfvjp4KP84lRyHAJ6qpw,Daniel,2010/7/29 1:15,2,18
yppZWKEe8rQvhoAdGo2phg,Samara,2007/11/7 23:11,24,5
Wf6RL6VO0BgCKf6GoKU_fQ,V,2008/10/18 20:49,34,147
Jim2N5yRl2YDpFRJqpvMGA,GK,2009/5/20 0:35,53,215
9DaTeFnTzSZmsAdbMJzFBw,Daniel,2009/6/20 1:52,284,137
poqZf0gpZxuXHTalgGoyA,Dev,2010/9/22 14:22,34,25
Y8SmlztTXMfHIvFUD8yRA,Eugene,2011/3/5 21:00,10,59
dwH2lQuw3iUADFUGXtNszw,Pete,2011/1/1 20:54,5,23
jnYoKsWEE7h92WmYXCeQtA,Scott,2009/8/30 18:49,1,5
ICwMfseYkrB0ZEK8tDUOHw,Annie,2009/1/7 22:24,2899,913
33WRLDapbZv2Cp0piUwRA,Christopher,2009/8/27 16:57,31,96
7vTfFLJa3TIdaqsvxjeCMA,Tim,2007/12/16 0:31,352,193
T8ChPPrwUYwGY2irzNo2JQ,Josh,2007/12/20 22:18,188,178
NGesTcxuKRUljjsBVUgkdw,Milena,2010/8/10 17:02,16,103
itiaLKHUrWtYDWF7jpVwg,Mike,2007/4/2 6:24,159,199
PgdIkNN6naDX5PVE7TpzQ,Robert,2008/8/2 19:16,7,17
oVOxSaTtD9DiLFso2YSw,Alan,2011/5/17 16:12,53,41
Q36wuj8o2tu1MfNDm9nKw,Yuchen,2011/6/4 13:23,546,706
ZK44eUJnjG5jByVwPKiEA,adam,2009/12/13 21:11,5,13
esNJbETesA4XI76ZG41Fw,Jamie,2010/3/21 17:37,1006,341
fZC42zX4043ArFo6js_AaA,Lauren,2007/2/17 21:43,27,62
UnCr0QuJfL1h9mlocTc5Uw,Antoinette,2009/7/28 16:59,10,8
MfXyI4ZGh7Hr8M0MMkYzLw,Gabriel,2009/3/8 23:55,515,673
_dCB5ND_XatbzPmcMk_hCQ,Beckie,2010/7/22 17:02,4,8
hOKHkUkXyAM8nbHosAeSg,Monica,2011/4/7 4:32,0,4
263FcGXOPvziRwJYGciwKQ,Reese,2010/7/17 18:37,122,239
AIvveD8AcYnPqYE_VEn8Bw,Ayanna,2006/2/27 18:03,288,243
3T4gP186PPDkltuXwugvVg,Junot,2007/3/15 23:31,63,170
THAvtDWS8p8njbyprMucXQ,belinda,2008/12/12 5:29,33,21
w2o8rsUA_NkNd5AbUDO3nw,Carla,2006/5/14 0:53,440,571
rSnpuvt9gzxmz064wKoaqA,Christina,2007/12/15 4:51,70,189
VqOQ5gnNKvwI4X1TSY0U0w,Ryan,2007/5/20 21:01,108,37
bW6VMyB5r05Yze44Ora0pA,James,2008/6/25 16:32,3267,984
GpS8XJnJLRMO6Mx1DZUkA,Lindsay,2010/12/2 21:55,26,33
I3jz2NatG7d7DgW6IouP5Q,Lucinda,2011/3/16 17:59,0,4
aA2iSR62i8z3eWPU8L_ZlA,Dustin,2009/7/12 16:27,8,7
_AmlQ1N5gG5_BwSERkW1A,Alaina,2010/8/21 2:24,3,6
QMhZmSiVpVntaFi0igotWg,Missy,2008/4/15 20:14,36,29
4TVFuz8L4TsDtx_ObSin9g,Christina,2008/6/24 19:13,19,62
k63qqpsasrz1WlLrdZNA,Melissa,2008/9/8 15:52,17,21
FrVkg9UtPmw3BILfQ1h6Zw,PT,2010/5/20 17:55,17,24
F5rPOOrJQBKuEA7RtuLnWg,Bern,2010/1/22 18:42,27,155
evMHhy7Co_ZxPzdfZzoo8A,Rachel,2008/11/29 4:52,97,140
Q5zYqkrbsdmBit4Tejo73Q,Melisa,2008/12/30 20:41,19,18
xPFWf4Zq5XuWldHILlbYHA,AJ,2011/6/15 12:10,5,11
MHgqsCq7hyariYmSZZdaw,Don,2009/11/23 15:43,23,82
ANWDEvPUmz_ffotigdfZhw,Jennifer S.,2009/1/4 4:17,156,426
DzFKt9XIpz4PvVEKbMjL4g,Priscilla,2010/10/20 6:57,23,161
KRtMhleMF6h3imn1_1PfFg,Domenick,2010/12/10 0:52,2,5
2yGQ2zhdHMPUzt72p1g1MA,Tina,2006/10/3 18:09,452,414
HLOkNSBBOrGPQOruqx74w,Pamela,2006/7/2 3:48,158,251
cCOKqiUfW4n1zaTk6DHNqQ,Caramel,2010/9/9 7:11,34,30
96IKLbNHdKsOAjuMwoegw,Julie,2008/7/30 20:35,2907,931
J2sXNzMZQpnAtqAgIqVVIw,Rachel,2009/4/30 18:53,54,43
LJ8pZyOkNmmXYs0ES3YXA,Michelle,2007/4/28 14:31,39,86
5sYTq6jaHrlbchKVwX57w,Candice,2008/7/7 18:39,23,78
Lmd9ro7c5eU98TDEXg4Lg,Matt,2010/10/1 22:42,2,9
1yIdUOhc0fsc4KBkWy7rUw,Mike,2010/4/20 19:10,46,126
kjeX2RXvW7RhBbD2QLd5jA,Bao,2010/4/29 21:58,3968,951
AJcMGNI_3CFHfhOZfUEfBw,Amanda,2009/7/15 2:26,546,1284
92X37ShY1cYhl4IgedpMA,jamie,2006/5/17 1:08,200,164
4QQvVJso0mZ7vrQUEfmPEA,Olivia,2009/2/23 21:05,59,45
flIR9p9YYJCaukZiAmsvQ,Bob,2011/4/22 23:48,4,17
RZvwzG5czuCedVno6He9Lg,Jimmy,2011/6/22 13:19,0,9
5xfyhRIV5Rs_xb41AmIPA,Erica,2009/2/5 0:53,23,15
4nlF2QnJ1vAvU8kYsEF7cA,Chris,2008/7/18 17:22,3,3
Q6vQqU2ErvmHTI81e1fNQA,Tom,2010/5/27 23:32,974,404
8I2EXsSuXFOhRhQFfi3yjA,Selena,2009/5/30 18:36,1058,160
